PCode,PCode Name,Governorate,District,Cadastral,Local Name,Latitude,Longitude,Shelter Type,Status,Number of tents,Number of Individuals,Date of update,Updated By,Updated On,Discovery Date,Date the site was created,Number of Latrines,Number of 1000 Litre Tanks,Type of Water Source,Waste Disposal,Type of Contract
#loc+code,#loc,#adm1,#adm2,#adm3,#loc+localname,#geo+lat,#geo+lon,#shelter+type,#status,#shelter+tents,#population,#date,#org,#date+updated,#date+discovered,#date+created,#wash+latrines,#wash+water+tanks,#wash+watersource,#wash+wastedisposal,#shelter+contracttype
35211-01-010,Tall Aabbas El-Gharbi 010,North,Akkar,Tall Aabbas El-Gharbi,Tall Aabbas El-Gharbi,34.58044,36.07119,IS- Informal Settlement,Active,7,54,12/15/15,Reach,Last Update - 2015,2/4/14,8/1/14,0,0,Well,Burn it,Verbal
35211-01-011,Tall Aabbas El-Gharbi 011,North,Akkar,Tall Aabbas El-Gharbi,Tall Aabbas El-Gharbi,34.57617,36.07028,IS- Informal Settlement,Active,5,30,12/15/15,Reach,Last Update - 2015,3/4/14,7/9/13,2,1,Well,Burn it,Verbal
35211-01-024,Tall Aabbas El-Gharbi 024,North,Akkar,Tall Aabbas El-Gharbi,Bellanit al Hissa,34.57855,36.04924,IS- Informal Settlement,Active,4,25,12/16/15,Reach,Last Update - 2015,7/16/14,9/1/12,3,1,Well,Municipality Collection,Written
35211-01-025,Tall Aabbas El-Gharbi 025,North,Akkar,Tall Aabbas El-Gharbi,Tall Aabbas El-Gharbi,34.58765,36.06026,IS- Informal Settlement,Less than 4,3,12,12/15/15,Reach,Last Update - 2015,7/2/14,12/1/13,2,1,Well,Municipality Collection,Verbal
35211-01-027,Tall Aabbas El-Gharbi 027,North,Akkar,Tall Aabbas El-Gharbi,Bellanit al Hissa,34.57867,36.05497,IS- Informal Settlement,Less than 4,3,25,12/16/15,Reach,Last Update - 2015,7/17/14,11/1/11,0,2,Well,Burn it,Verbal
35211-01-028,Tall Aabbas El-Gharbi 028,North,Akkar,Tall Aabbas El-Gharbi,Bellanit al Hissa,34.57862,36.05107,IS- Informal Settlement,Active,4,20,12/16/15,Reach,Last Update - 2015,7/16/14,6/16/12,0,0,Well,Dump it outside the camp,Verbal
35211-01-029,Tall Aabbas El-Gharbi 029,North,Akkar,Tall Aabbas El-Gharbi,Tall Aabbas El-Gharbi,34.58519,36.07828,IS- Informal Settlement,Less than 4,1,7,12/15/15,Reach,Last Update - 2015,7/2/14,2/24/13,1,0,Well,Burn it,Verbal
35211-01-031,Tall Aabbas El-Gharbi 031,North,Akkar,Tall Aabbas El-Gharbi,Tall Aabbas El-Gharbi,34.5771,36.0823,IS- Informal Settlement,Less than 4,3,11,12/15/15,Reach,Last Update - 2015,7/1/14,2/11/14,1,0,Well,Burn it,Verbal
35211-01-033,Tall Aabbas El-Gharbi 033,North,Akkar,Tall Aabbas El-Gharbi,Tall Aabbas El-Gharbi,34.57835,36.0747,IS- Informal Settlement,Less than 4,2,6,12/15/15,Reach,Last Update - 2015,7/1/14,2/6/12,1,1,Water Network,Burn it,Verbal
35211-01-034,Tall Aabbas El-Gharbi 034,North,Akkar,Tall Aabbas El-Gharbi,Tall Aabbas El-Gharbi,34.57907,36.07203,IS- Informal Settlement,Less than 4,2,0,12/15/15,Reach,Last Update - 2015,7/1/14,6/18/14,0,0,,,
35211-01-037,Tall Aabbas El-Gharbi 037,North,Akkar,Tall Aabbas El-Gharbi,Tall Aabbas El Gharbi,34.5836,36.06397,IS- Informal Settlement,Active,6,35,12/15/15,Reach,Last Update - 2015,8/17/14,8/10/14,3,2,Well,Burn it,Verbal
35211-01-041,Tall Aabbas El-Gharbi 041,North,Akkar,Tall Aabbas El-Gharbi,Tall Aabbas El-Gharbi 41,34.57718,36.06973,IS- Informal Settlement,Active,7,35,12/15/15,Reach,Last Update - 2015,4/14/15,7/1/13,0,2,Well,Burn it,Verbal
35211-01-047,Tall Aabbas El-Gharbi 047,North,Akkar,Tall Aabbas El-Gharbi,Bellanit Al Hissa 47,34.58266,36.05408,IS- Informal Settlement,Active,5,30,12/15/15,Reach,Last Update - 2015,7/30/15,7/6/15,1,3,Well,Burn it,Verbal
35211-01-048,Tall Aabbas El-Gharbi 048,North,Akkar,Tall Aabbas El-Gharbi,Tallet El Zeffeir- Tall Aabbas El Gharbi,34.5766,36.0748,IS- Informal Settlement,Active,28,170,12/15/15,Reach,Last Update - 2015,7/30/15,7/5/15,8,0,Well,Municipality Collection,Written
35211-01-049,Tall Aabbas El-Gharbi 049,North,Akkar,Tall Aabbas El-Gharbi,Tall Abbas El-Gharbi 33,34.57604,36.07715,IS- Informal Settlement,Active,8,40,12/15/15,Reach,Last Update - 2015,8/7/15,5/1/15,4,0,Well,Burn it,Written
35211-01-050,Tall Aabbas El-Gharbi 050,North,Akkar,Tall Aabbas El-Gharbi,Tall Aabbas El-Gharbi,34.57262,36.07625,IS- Informal Settlement,Less than 4,2,10,12/15/15,Reach,Last Update - 2015,8/10/15,8/3/15,1,1,Well,Municipality Collection,Verbal
35211-01-051,Tall Aabbas El-Gharbi 051,North,Akkar,Tall Aabbas El-Gharbi,Tall Abbas El Gharbi,34.58488,36.06105,IS- Informal Settlement,Active,4,20,12/15/15,Reach,Last Update - 2015,8/11/15,7/11/15,1,1,Well,Burn it,Verbal
35211-01-052,Tall Aabbas El-Gharbi 052,North,Akkar,Tall Aabbas El-Gharbi,Tall Aababs El-Gharbi,34.58426,36.07516,IS- Informal Settlement,Less than 4,1,5,12/15/15,Reach,Last Update - 2015,8/12/15,6/12/14,0,1,Well,Municipality Collection,Verbal
35211-01-053,Tall Aabbas El-Gharbi 053,North,Akkar,Tall Aabbas El-Gharbi,Tall Abbas El Gharbi-Tallet El Zeffeir,34.57758,36.07473,IS- Informal Settlement,Less than 4,1,20,12/15/15,Reach,Last Update - 2015,10/13/15,9/13/15,0,0,Well,Municipality Collection,Verbal
35211-01-054,Tall Aabbas El-Gharbi 054,North,Akkar,Tall Aabbas El-Gharbi,Tall Aabbas El Gharbi,34.57634,36.07906,IS- Informal Settlement,Active,9,75,12/15/15,Reach,Last Update - 2015,10/13/15,8/12/15,7,3,Well,Burn it,Written
35211-01-055,Tall Aabbas El-Gharbi 055,North,Akkar,Tall Aabbas El-Gharbi,Tall Abbas el Gharbi ,34.58861,36.06171,IS- Informal Settlement,Less than 4,2,12,12/15/15,Reach,Last Update - 2015,12/15/15,12/1/15,0,0,Well,Municipality Collection,Verbal
35213-01-001,Tall Aabbas Ech-Charqi 001,North,Akkar,Tall Aabbas Ech-Charqi,Tall Aabas El Charqi-Daham 1,34.59106,36.08121,IS- Informal Settlement,Active,10,68,12/15/15,Reach,Last Update - 2015,5/9/14,1/1/13,2,0,Well,Burn it,Written
35213-01-007,Tall Aabbas Ech-Charqi 007,North,Akkar,Tall Aabbas Ech-Charqi,Tall Aabbas El Charqi,34.59782,36.07148,IS- Informal Settlement,Active,10,50,12/15/15,Reach,Last Update - 2015,6/30/14,7/1/13,4,0,Well,Burn it,Verbal
35213-01-009,Tall Aabbas Ech-Charqi 009,North,Akkar,Tall Aabbas Ech-Charqi,Tall Aabbas El Charqi,34.5916,36.0755,IS- Informal Settlement,Active,4,22,12/15/15,Reach,Last Update - 2015,7/2/14,4/1/13,2,1,Well,Municipality Collection,Verbal
35213-01-010,Tall Aabbas Ech-Charqi 010,North,Akkar,Tall Aabbas Ech-Charqi,Tall Aabbas El Charqi,34.59343,36.07981,IS- Informal Settlement,Less than 4,2,10,12/15/15,Reach,Last Update - 2015,10/23/14,8/1/14,2,1,Well,Burn it,Verbal
35213-01-012,Tall Aabbas Ech-Charqi 012,North,Akkar,Tall Aabbas Ech-Charqi,Tall Aabbas El Charqi,34.59321,36.08247,IS- Informal Settlement,Less than 4,3,18,12/15/15,Reach,Last Update - 2015,10/23/14,10/20/14,0,1,Well,Burn it,Verbal
35213-01-014,Tall Aabbas Ech-Charqi 014,North,Akkar,Tall Aabbas Ech-Charqi,Tall Aabbas El Charqi,34.59363,36.0813,IS- Informal Settlement,Active,4,30,12/15/15,Reach,Last Update - 2015,10/23/14,8/1/14,3,1,Well,Burry it,Verbal
35213-01-015,Tall Aabbas Ech-Charqi 015,North,Akkar,Tall Aabbas Ech-Charqi,Tall Aabbas El Charqi,34.58787,36.07873,IS- Informal Settlement,Active,5,50,12/15/15,Reach,Last Update - 2015,4/9/15,3/15/15,1,1,Well,Municipality Collection,Verbal
35213-01-017,Tall Aabbas Ech-Charqi 017,North,Akkar,Tall Aabbas Ech-Charqi,Tall Aabbas El Charqi,34.59996,36.07776,IS- Informal Settlement,Active,8,70,12/15/15,Reach,Last Update - 2015,4/13/15,8/1/14,5,0,Well,Burn it,Written
35213-01-018,Tall Aabbas Ech-Charqi 018,North,Akkar,Tall Aabbas Ech-Charqi,Tall Abbass El Charqi,34.59851,36.07894,IS- Informal Settlement,Active,4,25,12/15/15,Reach,Last Update - 2015,8/5/15,8/1/15,4,0,Well,Burn it,Verbal
35213-01-019,Tall Aabbas Ech-Charqi 019,North,Akkar,Tall Aabbas Ech-Charqi,Tall Abbass El Charqi,34.59323,36.07047,IS- Informal Settlement,Less than 4,2,11,12/15/15,Reach,Last Update - 2015,10/14/15,12/13/14,1,0,Well,Municipality Collection,Verbal
35213-01-020,Tall Aabbas Ech-Charqi 020,North,Akkar,Tall Aabbas Ech-Charqi,Tall Aabbas El Charqi,34.58894,36.0799,IS- Informal Settlement,Less than 4,3,30,12/15/15,Reach,Last Update - 2015,10/14/15,9/30/15,1,0,Well,Burn it,Verbal
35213-01-021,Tall Aabbas Ech-Charqi 021,North,Akkar,Tall Aabbas Ech-Charqi,Tall Aabbas El Charqi,34.59104,36.08551,IS- Informal Settlement,Less than 4,1,9,12/16/15,Reach,Last Update - 2015,12/16/15,11/1/15,1,0,Well,Burn it,Verbal
35215-01-001,Koueikhat 001,North,Akkar,Koueikhat,Saadine-Al Hoker,34.58713,36.09092,IS- Informal Settlement,Active,4,6,12/16/15,Reach,Last Update - 2015,7/30/15,10/7/05,1,1,Well,Burn it,Verbal
35215-01-002,Koueikhat 002,North,Akkar,Koueikhat,Hawchab,34.58819,36.09156,IS- Informal Settlement,Less than 4,1,4,12/16/15,Reach,Last Update - 2015,10/7/15,9/26/15,1,0,Well,Burn it,Verbal
35215-01-003,Koueikhat 003,North,Akkar,Koueikhat,Saadine-Kwaykhat,34.58251,36.09112,IS- Informal Settlement,Less than 4,1,0,12/16/15,Reach,Last Update - 2015,10/8/15,9/8/15,0,0,,,
35216-01-002,Khreibet Ej-Jindi 002,North,Akkar,Khreibet Ej-Jindi,Koucha 2,34.56472,36.09579,IS- Informal Settlement,Active,15,71,12/14/15,Reach,Last Update - 2015,1/4/14,11/1/12,6,3,Well,Municipality Collection,Written
35216-01-003,Khreibet Ej-Jindi003,North,Akkar,Khreibet Ej-Jindi,Kweikhat El-Jaaer,34.576,36.0952,IS- Informal Settlement,Active,4,20,12/14/15,Reach,Last Update - 2015,5/12/14,7/1/11,0,0,Well,Municipality Collection,Verbal
35216-01-007,Khreibet Ej-Jindi 007,North,Akkar,Khreibet Ej-Jindi,Koucha- Khreibet el Jundi,34.56397,36.09171,IS- Informal Settlement,Less than 4,1,8,12/14/15,Reach,Last Update - 2015,1/4/14,6/24/12,0,1,Well,Burn it,Verbal
35216-01-008,Khreibet Ej-Jindi 008,North,Akkar,Khreibet Ej-Jindi,Koucha 8,34.56441,36.0851,IS- Informal Settlement,Active,35,165,12/14/15,Reach,Last Update - 2015,1/4/14,7/17/12,8,6,Water Trucking,Municipality Collection,Verbal
35216-01-011,Khreibet Ej-Jindi 011,North,Akkar,Khreibet Ej-Jindi,Koucha 11,34.5644,36.0853,IS- Informal Settlement,Active,8,56,12/14/15,Reach,Last Update - 2015,1/4/14,7/1/12,3,1,Water Trucking,Municipality Collection,Verbal
35216-01-012,Khreibet Ej-Jindi 012,North,Akkar,Khreibet Ej-Jindi,Qanbar,34.5685,36.09403,IS- Informal Settlement,Active,4,25,12/14/15,Reach,Last Update - 2015,5/13/14,2/13/13,2,1,Well,Burn it,Verbal
35216-01-013,Khreibet Ej-Jindi 013,North,Akkar,Khreibet Ej-Jindi,Tall Aabbas El Gharbi,34.5675,36.08149,IS- Informal Settlement,Active,6,45,12/14/15,Reach,Last Update - 2015,5/26/14,6/1/13,4,1,Well,Burn it,Verbal
35216-01-014,Khreibet Ej-Jindi 014,North,Akkar,Khreibet Ej-Jindi,Tall Aabbas El-Gharbi,34.5712,36.08212,IS- Informal Settlement,Active,56,260,12/14/15,Reach,Last Update - 2015,5/26/14,2/9/14,0,8,Well,Municipality Collection,Written
35216-01-018,Khreibet Ej-Jindi 018,North,Akkar,Khreibet Ej-Jindi,kweikhat El-Jaaer,34.57534,36.09295,IS- Informal Settlement,Less than 4,2,25,12/14/15,Reach,Last Update - 2015,8/11/14,6/3/14,2,1,Well,Municipality Collection,Verbal
35216-01-020,Khreibet Ej-Jindi 020,North,Akkar,Khreibet Ej-Jindi,Qanbar,34.56785,36.09655,IS- Informal Settlement,Active,5,20,12/14/15,Reach,Last Update - 2015,8/11/14,6/1/13,2,0,Well,Municipality Collection,Verbal
35216-01-022,Khreibet Ej-Jindi 022,North,Akkar,Khreibet Ej-Jindi,Tall Aabbas El-Gharbie,34.572,36.0821,IS- Informal Settlement,Active,13,60,12/14/15,Reach,Last Update - 2015,8/17/14,4/17/14,5,3,Well,Municipality Collection,Verbal
35216-01-024,Khreibet Ej-Jindi 024,North,Akkar,Khreibet Ej-Jindi,Tall Aabbas El-Gharbi,34.57303,36.07876,IS- Informal Settlement,Active,6,30,12/14/15,Reach,Last Update - 2015,8/29/14,7/3/14,3,1,Well,Municipality Collection,Verbal
35216-01-025,Khreibet Ej-Jindi 025,North,Akkar,Khreibet Ej-Jindi,El  Bwalde- khreibet el Jendi,34.56647,36.08853,IS- Informal Settlement,Active,4,16,12/14/15,Reach,Last Update - 2015,10/20/14,8/31/13,4,2,Water Trucking,Burn it,None
35216-01-027,Khreibet ej-Jindi 027,North,Akkar,Khreibet ej-Jindi,Koucha-Khreibet el jindi,34.56345,36.09097,IS- Informal Settlement,Less than 4,1,6,12/14/15,Reach,Last Update - 2015,4/8/15,6/1/13,1,1,Well,Municipality Collection,Verbal
35216-01-029,Khreibet Ej-Jindi 029,North,Akkar,Khreibet Ej-Jindi,Koucha ,34.56604,36.09464,IS- Informal Settlement,Less than 4,1,6,12/14/15,Reach,Last Update - 2015,8/4/15,6/4/15,0,0,Well,Dump it outside the camp,Verbal
35216-01-030,Khreibet Ej-Jindi 030,North,Akkar,Khreibet Ej-Jindi,Qanbar ,34.56957,36.09657,IS- Informal Settlement,Less than 4,1,4,12/14/15,Reach,Last Update - 2015,12/14/15,10/14/15,0,0,Well,Municipality Collection,Verbal
35217-01-001,Saadine001,North,Akkar,Saadine,Saadine 1,34.59089,36.09095,IS- Informal Settlement,Active,6,40,12/14/15,Reach,Last Update - 2015,2/4/14,6/1/13,4,2,Well,Burn it,Written
35217-01-002,Saadine 002,North,Akkar,Saadine,Mokhayam Al Ramli-Saadine,34.59932,36.09664,IS- Informal Settlement,Active,50,325,12/14/15,Reach,Last Update - 2015,2/4/14,10/25/12,18,3,River,Burry it,Verbal
35217-01-003,Saadine 003,North,Akkar,Saadine,Saadine 3,34.60071,36.0833,IS- Informal Settlement,Active,8,52,12/14/15,Reach,Last Update - 2015,2/4/14,7/1/13,4,0,Well,Burn it,Written
35217-01-004,Saadine 004,North,Akkar,Saadine,Saadine 4,34.59802,36.08368,IS- Informal Settlement,Active,9,60,12/14/15,Reach,Last Update - 2015,2/4/14,11/1/13,4,1,Well,Burn it,Written
35217-01-009,Saadine 009,North,Akkar,Saadine,Saadine 9,34.59014,36.0898,IS- Informal Settlement,Active,9,60,12/15/15,Reach,Last Update - 2015,8/8/14,10/1/13,5,1,Well,Burn it,Verbal
35217-01-010,Saadine 010,North,Akkar,Saadine,Saadine 10,34.59246,36.0914,IS- Informal Settlement,Active,11,54,12/14/15,Reach,Last Update - 2015,10/13/14,1/1/13,4,0,Well,Burn it,Written
35217-01-011,Saadine 011,North,Akkar,Saadine,Cheikh Ayach,34.60925,36.08743,IS- Informal Settlement,Active,6,39,12/15/15,Reach,Last Update - 2015,10/22/14,10/1/14,3,1,Well,Burn it,Verbal
35217-01-012,Saadine 012,North,Akkar,Saadine,Cheikh Ayach-Saadine,34.61216,36.08575,IS- Informal Settlement,Less than 4,2,18,12/15/15,Reach,Last Update - 2015,10/22/14,8/1/14,2,0,Well,Burn it,Verbal
35217-01-013,Saadine 013,North,Akkar,Saadine,Saadine 13,34.59432,36.08832,IS- Informal Settlement,Active,11,50,12/16/15,Reach,Last Update - 2015,4/2/15,6/15/14,6,0,Well,Burn it,Written
35217-01-015,Saadine 015,North,Akkar,Saadine,Saadine 15,34.59538,36.08422,IS- Informal Settlement,Active,10,80,12/16/15,Reach,Last Update - 2015,8/21/15,7/21/15,6,0,Well,Burn it,Written
35217-01-016,Saadine 016,North,Akkar,Saadine,Saadine,34.59161,36.09083,IS- Informal Settlement,Less than 4,3,37,12/14/15,Reach,Last Update - 2015,10/7/15,8/6/13,3,0,Well,Municipality Collection,Written
35217-01-017,Saadine 017,North,Akkar,Saadine,Saadine,34.61107,36.08728,IS- Informal Settlement,Active,5,25,12/15/15,Reach,Last Update - 2015,12/15/15,11/15/15,0,0,Well,Burn it,Verbal
35219-01-001,Haouchab 001,North,Akkar,Haouchab,Hokr El Hawchab,34.586,36.092,IS- Informal Settlement,Active,8,35,12/16/15,Reach,Last Update - 2015,1/4/14,12/24/13,2,1,Well,Municipality Collection,Verbal
35219-01-005,Haouchab 005,North,Akkar,Haouchab,Hawchab 5,34.5826,36.09955,IS- Informal Settlement,Active,10,60,12/16/15,Reach,Last Update - 2015,6/24/14,5/24/14,5,0,Water Trucking,Burn it,Written
35221-01-003,Hayssa 003,North,Akkar,Hayssa,Tall Meaayan-Hissa,34.5864,36.0413,IS- Informal Settlement,Active,4,17,12/17/15,Reach,Last Update - 2015,4/8/14,8/1/14,0,0,Well,Burn it,Verbal
35221-01-008,Hayssa 008,North,Akkar,Hayssa,Mokhayam Jawhar Khleif-Hissa,34.58716,36.04897,IS- Informal Settlement,Active,68,750,12/17/15,Reach,Last Update - 2015,8/4/15,7/4/15,37,10,Well,Dump it outside the camp,Verbal
35221-01-009,Hayssa 009,North,Akkar,Hayssa, Hissa,34.59373,36.048,IS- Informal Settlement,Active,4,19,12/17/15,Reach,Last Update - 2015,8/6/15,7/22/15,2,1,Well,Dump it outside the camp,None
35221-01-010,Hayssa 010,North,Akkar,Hayssa,Hissa,34.58917,36.05005,IS- Informal Settlement,Less than 4,2,13,12/17/15,Reach,Last Update - 2015,10/15/15,9/25/15,0,1,Well,Municipality Collection,Verbal
35221-01-011,Hayssa 011,North,Akkar,Hayssa,Tall Meaayan - Dablaniyeh,34.58942,36.04198,IS- Informal Settlement,Active,4,15,12/17/15,Reach,Last Update - 2015,10/15/15,9/15/15,0,0,Well,Municipality Collection,None
35224-01-007,Chir Hmairine 007,North,Akkar,Chir Hmairine,Cheikh Ayach(evicted),34.62483,36.08787,IS- Informal Settlement,Active,4,9,12/14/15,Reach,Last Update - 2015,4/14/14,12/1/11,1,1,Well,Dump it outside the camp,None
35224-01-008,Chir Hmairine 008,North,Akkar,Chir Hmairine,Cheikh Ayach(evicted),34.62297,36.09133,IS- Informal Settlement,Active,18,102,12/14/15,Reach,Last Update - 2015,4/14/14,9/1/12,5,0,Well,Dump it outside the camp,None
35224-01-009,Chir Hmairine 009,North,Akkar,Chir Hmairine,Cheikh Ayach,34.6186,36.1,IS- Informal Settlement,Active,5,50,12/14/15,Reach,Last Update - 2015,4/15/14,3/12/12,4,2,Water Trucking,Burn it,Verbal
35224-01-016,Chir Hmairine 016,North,Akkar,Chir Hmairine,Chir Hmairine,34.6189,36.11787,IS- Informal Settlement,Less than 4,2,21,12/11/15,Reach,Last Update - 2015,8/11/14,1/1/13,0,0,Well,Burn it,Verbal
35224-01-022,Chir Hmairine 022,North,Akkar,Chir Hmairine,Cheikh Ayach,34.62246,36.08932,IS- Informal Settlement,Less than 4,1,6,12/14/15,Reach,Last Update - 2015,3/30/15,9/1/12,0,0,Water Trucking,Dump it outside the camp,None
35224-01-023,Chir Hmairine 023,North,Akkar,Chir Hmairine,Cheikh Ayach,34.62107,36.08754,IS- Informal Settlement,Active,6,70,12/14/15,Reach,Last Update - 2015,7/29/15,1/15/14,3,2,Well,Burn it,None
35224-01-024,Chir Hmairine 024,North,Akkar,Chir Hmairine,Mokhayam Jawaher-Chir Hmairine,34.62654,36.10474,IS- Informal Settlement,Active,6,45,12/14/15,Reach,Last Update - 2015,7/29/15,2/28/15,2,1,Well,Municipality Collection,None
35224-01-026,Chir Hmairine 026,North,Akkar,Chir Hmairine,Mokhayam Abou Hamad,34.61842,36.11359,IS- Informal Settlement,Active,38,375,12/11/15,Reach,Last Update - 2015,7/29/15,9/29/14,27,0,Water Network,Municipality Collection,Verbal
35224-01-027,Chir Hmairine 027,North,Akkar,Chir Hmairine,Abboudiyeh -Chir Hmairine,34.62486,36.1053,IS- Informal Settlement,Active,5,22,12/14/15,Reach,Last Update - 2015,7/23/15,7/23/14,2,0,Well,Dump it outside the camp,None
35224-01-028,Chir Hmairine 028,North,Akkar,Chir Hmairine,Mokhayam Amal,34.6236,36.08835,IS- Informal Settlement,Active,7,34,12/14/15,Reach,Last Update - 2015,7/24/15,7/1/15,8,0,Well,Municipality Collection,None
35224-01-029,Chir Hmairine 029,North,Akkar,Chir Hmairine,Cheikh Ayach,34.6242,36.08992,IS- Informal Settlement,Less than 4,3,14,12/14/15,Reach,Last Update - 2015,7/31/15,7/10/15,1,0,Well,Burn it,None
35224-01-030,Chir Hmairine 030,North,Akkar,Chir Hmairine,Chir Hmairine,34.62786,36.10238,IS- Informal Settlement,Less than 4,3,27,12/14/15,Reach,Last Update - 2015,7/31/15,7/28/15,0,0,Well,Municipality Collection,None
35224-01-031,Chir Hmairine 031,North,Akkar,Chir Hmairine,Cheikh Ayach,34.62509,36.08564,IS- Informal Settlement,Active,5,27,12/14/15,Reach,Last Update - 2015,10/1/15,9/1/15,3,1,Water Trucking,Burn it,Verbal
35224-01-032,Chir Hmairine 032,North,Akkar,Chir Hmairine,Chir Hmairine-Cheikh Ayach,34.62717,36.09824,IS- Informal Settlement,Less than 4,2,15,12/14/15,Reach,Last Update - 2015,10/5/15,9/1/15,1,0,Well,Dump it outside the camp,None
35224-01-033,Chir Hmairine 033,North,Akkar,Chir Hmairine,Daher Al Qonbar-Abboudiyeh,34.62495,36.10812,IS- Informal Settlement,Active,4,21,12/14/15,Reach,Last Update - 2015,10/5/15,8/15/15,2,2,Well,Municipality Collection,None
35224-01-034,Chir Hmairine 034,North,Akkar,Chir Hmairine,Cheikh Ayach,34.621,36.09494,IS- Informal Settlement,Active,13,124,12/14/15,Reach,Last Update - 2015,10/6/15,10/1/15,5,1,Water Trucking,Burn it,Verbal
35225-01-001,Darine 001,North,Akkar,Darine,Darine 1,34.6033,36.1044,IS- Informal Settlement,Active,7,45,12/14/15,Reach,Last Update - 2015,5/13/14,9/25/12,4,2,River,Burn it,Written
35225-01-002,Darine 002,North,Akkar,Darine,Darine 2,34.61041,36.11404,IS- Informal Settlement,Active,5,25,12/14/15,Reach,Last Update - 2015,8/10/14,10/1/12,1,1,Water Trucking,Burn it,Verbal
35225-01-003,Darine 003,North,Akkar,Darine,Cheikh Ayach-Darine 3,34.62211,36.09301,IS- Informal Settlement,Active,5,22,12/14/15,Reach,Last Update - 2015,8/11/14,2/23/13,2,0,Well,Burn it,Written
35225-01-006,Darine 006,North,Akkar,Darine,Darine 6,34.60631,36.10606,IS- Informal Settlement,Less than 4,3,0,12/14/15,Reach,Last Update - 2015,10/13/14,9/25/14,0,1,,,
35225-01-007,Darine 007,North,Akkar,Darine,Cheikh Ayach,34.61655,36.09067,IS- Informal Settlement,Active,8,50,12/14/15,Reach,Last Update - 2015,10/22/14,4/28/14,5,1,Well,Burn it,Written
35225-01-008,Darine 008,North,Akkar,Darine,Menhal 8- Cheikh Ayach,34.61916,36.09157,IS- Informal Settlement,Active,38,350,12/14/15,Reach,Last Update - 2015,3/30/15,3/15/15,18,2,Water Trucking,Burn it,Written
35225-01-009,Darine 009,North,Akkar,Darine,Mokhayam Abdel Wahab-Darine,34.60794,36.09144,IS- Informal Settlement,Active,22,116,12/14/15,Reach,Last Update - 2015,4/1/15,9/1/14,9,2,Well,Burn it,Verbal
35225-01-010,Darine 010,North,Akkar,Darine,Cheikh Ayach-Darine,34.61404,36.09064,IS- Informal Settlement,Active,4,40,12/14/15,Reach,Last Update - 2015,7/29/15,5/29/15,4,2,Water Trucking,Burn it,Written
35227-01-001,Sammouniy‚ 001,North,Akkar,Sammouniy‚,Sammouniy‚ 001,34.5735,36.0697,IS- Informal Settlement,Active,9,60,12/21/15,Reach,Last Update - 2015,3/3/14,9/29/12,3,3,Well,Dump it outside the camp,Written
35227-01-006,Sammouniy‚ 006,North,Akkar,Sammouniy‚,Sammouniy‚ 006,34.57324,36.0671,IS- Informal Settlement,Active,6,18,12/21/15,Reach,Last Update - 2015,3/3/14,3/7/13,2,2,Well,Dump it outside the camp,Verbal
35227-01-010,Sammouniy‚ 010,North,Akkar,Sammouniy‚,Mahmoud Sattouf 010-Bellanit al Hissa,34.57874,36.04107,IS- Informal Settlement,Active,5,43,12/16/15,Reach,Last Update - 2015,4/7/14,11/1/13,1,4,Well,Dump it outside the camp,Verbal
35227-01-011,Sammouniy‚ 011,North,Akkar,Sammouniy‚,Bellanit al Hissa 11,34.57868,36.04644,IS- Informal Settlement,Active,7,45,12/16/15,Reach,Last Update - 2015,4/4/14,7/11/11,3,1,Well,Municipality Collection,Verbal
35227-01-014,Sammouniy‚ 014,North,Akkar,Sammouniy‚, Bellanet al Hissa 14,34.57281,36.05249,IS- Informal Settlement,Active,7,45,12/17/15,Reach,Last Update - 2015,4/8/14,9/4/11,1,3,Well,Burn it,Verbal
35227-01-015,Sammouniy‚ 015,North,Akkar,Sammouniy‚,Bellanit al Hissa-Sammouniye 15,34.5727,36.0407,IS- Informal Settlement,Active,5,20,12/16/15,Reach,Last Update - 2015,4/8/14,11/12/13,2,1,Well,Municipality Collection,Verbal
35227-01-016,Sammouniy‚ 016,North,Akkar,Sammouniy‚,Bellanit al Hissa 16,34.57021,36.05904,IS- Informal Settlement,Active,10,48,12/17/15,Reach,Last Update - 2015,4/8/14,11/23/13,5,5,Well,Burn it,Verbal
35227-01-017,Sammouniy‚ 017,North,Akkar,Sammouniy‚,Sammouniy‚ 17,34.56604,36.06179,IS- Informal Settlement,Active,7,51,12/21/15,Reach,Last Update - 2015,4/17/14,9/1/13,5,5,Well,Dump it outside the camp,Verbal
35227-01-027,Sammouniy‚ 027,North,Akkar,Sammouniy‚,Bellanit al Hissa 27,34.57417,36.05253,IS- Informal Settlement,Active,4,7,12/17/15,Reach,Last Update - 2015,7/16/14,1/15/14,0,0,Well,Burn it,Verbal
